編號,名稱,地區,地址,電話,營業時間
293,湛盧,Taipei,台北市中正區羅斯福路三段284巷2號,2362-8883,11:00-18:00
294,Felice Cafe 享樂咖啡,Taipei,台北市松山區南京東路四段10-1號（捷運小巨蛋站內3.4號出口）,(02)2547-3139,7:30-19:00
295,Felice Cafe 享樂咖啡,Taipei,台北市松山區敦化北路338號（捷運松山機場站內B2）,(02)2545-1118,7:30-19:00
296,CAFE IN,Taipei,台北市忠孝東路四段205-2號,02-87713861,7:30-18:00
297,CAFE IN,Taipei,台北市南京東路五段178號,02-37655180,7:30-18:00
298,CAFE IN,Taipei,台北市吳興街8巷2號,02-27323681,7:30-18:00
299,西雅圖極品咖啡,Taipei,石牌路二段201號(中正樓),02-2876-0276,7:30-21:00
300,西雅圖極品咖啡,Taipei,忠孝東路2段93-1號,02-33223320,7:30-21:00
301,西雅圖極品咖啡,Taipei,基湖路18號1樓,02-87512128,7:30-21:00
302,西雅圖極品咖啡,Taipei,環山路1段28巷15號,02-87512008,7:30-21:00
303,上島珈琲店,Taipei,台北市大安區敦化南路一段199號1樓(忠孝敦化捷運站8號出口),(02)2711-7573,7:30-21:30
304,上島珈琲店,Taipei,新北市板橋區縣民大道二段66號1樓,(02)2964-7312,7:30-21:30
305,莫凡彼咖啡館,Taipei,敬業三路20號3樓,02-21753608,7:30-21:30
306,莫凡彼咖啡館,Taipei,慶城街12-1號,02-25467126,7:30-21:30
307,家樂福,Taipei,南港路二段20巷5號B1-1,02-27882550,9:00-23:00
308,家樂福,Taipei,中和街366號B1,02-28963000,9:00-23:00
309,家樂福,Taipei,德行西路47號,02-28338042,9:00-23:00
310,家樂福,Taipei,東興路45號B1,02-87681111,9:00-23:00
311,家樂福,Taipei,樂群三路218號,02-85095577,9:00-23:00
312,家樂福,Taipei,重慶北路二段171號,02-25537389,9:00-23:00
313,家樂福,Taipei,桂林路1號,02-23889887,9:00-23:00
314,家樂福,Taipei,台北市內湖區民善街88號,02-87905000,9:00-23:00
315,家樂福,Taipei,台北市士林區中山北路7段113號,02-28712126,9:00-23:00
316,家樂福,Taipei,台北市松山區三民路160號,02-27670702,9:00-23:00
317,鹿角巷,Taipei,台北市大安區復興南路二段206號,02-2701-3277,11:00-22:00
318,鹿角巷,Taipei,台北市內湖區內湖路1段283號2樓之84, 02-2656-2977,11:00-22:00
319,CoCo都可,Taipei,台北市中正區市民大道三段2號,(02)2395-1699,9:30-22:00
320,CoCo都可,Taipei,台北市中正區南昌路一段77號,(02)2321-3329,9:30-22:00
321,CoCo都可,Taipei,台北市中正區濟南路二段60之6號,(02) 2321-1207,9:30-22:00
322,CoCo都可,Taipei,台北市中正區汀洲路二段185號,(02)2365-6385,9:30-22:00
323,CoCo都可,Taipei,台北市中正區汀洲路三段179號,(02)2368-1311,9:30-22:00
324,CoCo都可,Taipei,台北市中正區中華路二段307巷18號,(02)2301-0042,9:30-22:00
325,CoCo都可,Taipei,台北市青島東路21之 10號,(02)2395-2803,9:30-22:00
326,CoCo都可,Taipei,台北市中正區忠孝西路一段49號B3,(02)2361-6898,9:30-22:00
327,CoCo都可,Taipei,台北市民生西路159號,(02)2553-1569,9:30-22:00
328,CoCo都可,Taipei,台北市大同區延平北路3段38號,(02)2595-5793,9:30-22:00
329,CoCo都可,Taipei,台北市大同區昌吉街53號,(02)2585-7669,9:30-22:00
330,CoCo都可,Taipei,台北市中山區林森北路438號,(02)2571-6156,9:30-22:00
331,CoCo都可,Taipei,台北市中山區龍江路350號,(02)2501-8189,9:30-22:00
332,CoCo都可,Taipei,台北市中山區大直街49號,(02)2533-6672,9:30-22:00
333,CoCo都可,Taipei,台北市中山區長安東路二段171之5號,(02)2731-5098,9:30-22:00
334,CoCo都可,Taipei,台北市松山區長春路470號,(02)2712-3081,9:30-22:00
335,CoCo都可,Taipei,台北市松山區南京東路五段66巷15號,(02)2756-6366,9:30-22:00
336,CoCo都可,Taipei,台北市松山區南京東路四段133巷4弄2號,02)8770-6000,9:30-22:00
337,CoCo都可,Taipei,台北市大安區和平東路二段305號,(02)2705-4832,9:30-22:00
338,CoCo都可,Taipei,台北市大安區永康街12之1號,(02)2356-9919,9:30-22:00
339,CoCo都可,Taipei,大安區通化街50號,(02)2709-5052,9:30-22:00
340,CoCo都可,Taipei,台北市大安區安居街18號,02-2732-0034,9:30-22:00
341,CoCo都可,Taipei,台北市大安區建國南路二段3號,(02) 2702-1160,9:30-22:00
342,CoCo都可,Taipei,台北市大安區和平東路一段17號,(02) 2391-6052,9:30-22:00
343,CoCo都可,Taipei,台北市大安區大安路一段77號B1(東區地下街1-5號店舖),(02)2775-5778,9:30-22:00
344,CoCo都可,Taipei,台北市萬華區成都路41號,(02)2311-3371,9:30-22:00
345,CoCo都可,Taipei,台北市萬華區武昌街二段4號,(02) 2312-3789,9:30-22:00
346,CoCo都可,Taipei,台北市信義區松山路11號,(02)2528-1168,9:30-22:00
347,CoCo都可,Taipei,台北市信義區吳興街229號,(02)8789-5685,9:30-22:00
348,CoCo都可,Taipei,台北市信義區中坡南路20號,(02)2726-0006,9:30-22:00
349,CoCo都可,Taipei,台北市信義區基隆路二段19號,(02)2729-7411,9:30-22:00
350,CoCo都可,Taipei,台北市士林區大南路309號,(02)2881-8220,9:30-22:00
351,CoCo都可,Taipei,台北市士林區延平北路六段91號,(02)2816-6118,9:30-22:00
352,CoCo都可,Taipei,台北市士林區德行東路107號,(02)2833-3959,9:30-22:00
353,CoCo都可,Taipei,台北市士林區華齡街16號,(02)2882-8239,9:30-22:00
354,CoCo都可,Taipei,台北市士林區美崙街5號,(02)2833-8406,9:30-22:00
355,CoCo都可,Taipei,台北市北投區尊賢街253號,(02)2823-2520,9:30-22:00
356,CoCo都可,Taipei,台北市北投區東華街一段556號,(02)2828-7232,9:30-22:00
357,CoCo都可,Taipei,台北市北投區知行路301號,(02)2858-8495,9:30-22:00
358,CoCo都可,Taipei,台北市北投區中和街296號,(02)2893-3109,9:30-22:00
359,CoCo都可,Taipei,台北市北投區中央北路二段31號,(02)2891-7920,9:30-22:00
360,CoCo都可,Taipei,台北市北投區中央南路一段124號,(02)2891-9338,9:30-22:00
361,CoCo都可,Taipei,台北市北投區自強街101號,(02)2820-0185,9:30-22:00
362,CoCo都可,Taipei,台北市內湖區東湖路37號,(02)2631-4805,9:30-22:00
363,CoCo都可,Taipei,台北市內湖區內湖路一段285巷29號,(02)2798-7475,9:30-22:00
364,CoCo都可,Taipei,台北市南港區經貿二路186號(C棟),(02)2782-6698,9:30-22:00
365,CoCo都可,Taipei,台北市南港區忠孝東路七段359號(櫃位C0107),(02)2652-9363,9:30-22:00
366,CoCo都可,Taipei,台北市南港區經貿二路1號,(02)2782-1622,9:30-22:00
367,CoCo都可,Taipei,台北市文山區景華街71號,(02)2935-6695,9:30-22:00
368,CoCo都可,Taipei,台北市文山區興隆路三段54-2號,(02)2932-0082,9:30-22:00
369,CoCo都可,Taipei,台北市文山區景文街95號,(02)2932-3185,9:30-22:00
370,CoCo都可,Taipei,台北市文山區興隆路四段68號之2,(02)2936-6885,9:30-22:00
371,CoCo都可,Taipei,台北市士林區中正路342號,(02)2832-0788,9:30-22:00
372,喫茶趣ToGo,Taipei,臺北市承德路一段1號B3,(02)2558-7208,11:00-22:00
373,喫茶趣ToGo,Taipei,臺北巿通化街96號,(02)2738-8853,11:00-22:00
374,喫茶趣ToGo,Taipei,臺北市永康街10巷1號1樓,(02)2356-7656,11:00-22:00
375,喫茶趣ToGo,Taipei,臺北市忠孝東路三段174號,(02)2771-7370,11:00-22:00
376,喫茶趣ToGo,Taipei,臺北市忠孝東路四段107號1樓,(02)2711-8868,11:00-22:00
377,喫茶趣ToGo,Taipei,臺北市信義路二段162號,(02)2341-3075,11:00-22:00
378,喫茶趣ToGo,Taipei,臺北巿林森北路261號,(02)2562-3098,11:00-22:00
379,喫茶趣ToGo,Taipei,臺北市中山北路一段105巷11號,(02)2541-5660,11:00-22:00
380,喫茶趣ToGo,Taipei,臺北市民生東路一段26-2號,(02)2511-2213,11:00-22:00
381,喫茶趣ToGo,Taipei,臺北市民權西路60號1樓,(02)2563-1396,11:00-22:00
382,喫茶趣ToGo,Taipei,臺北市南京西路12號B2,(02)2563-1369,11:00-22:00
383,喫茶趣ToGo,Taipei,臺北市復興北路84號1樓,(02)2781-4649,11:00-22:00
384,喫茶趣ToGo,Taipei,臺北市敬業三路20號B1,(02)8501-2367,11:00-22:00
385,喫茶趣ToGo,Taipei,臺北市北平西路3號1樓,(02)2375-2138,11:00-22:00
386,喫茶趣ToGo,Taipei,臺北市北平西路3號2樓,(02)2388-0756,11:00-22:00
387,喫茶趣ToGo,Taipei,臺北市武昌街一段3號,(02)2389-6388,11:00-22:00
388,喫茶趣ToGo,Taipei,臺北市忠孝西路一段38號1樓,(02)2312-2598,11:00-22:00
389,喫茶趣ToGo,Taipei,臺北市衡陽路62號2樓,(02)2312-2828,11:00-22:00
390,喫茶趣ToGo,Taipei,臺北市羅斯福路四段36號,(02)2369-5955,11:00-22:00
391,喫茶趣ToGo,Taipei,臺北市中山南路7號B1,(02)2391-2198,11:00-22:00
392,喫茶趣ToGo,Taipei,臺北市瑞光路409號1樓,(02)2656-0099,11:00-22:00
393,喫茶趣ToGo,Taipei,臺北市民生東路五段126號1樓,(02)2764-5008,11:00-22:00
394,喫茶趣ToGo,Taipei,臺北市南京東路三段337號B2,(02)8712-2269,11:00-22:00
395,喫茶趣ToGo,Taipei,臺北市復興南路一段39號G樓,(02)8772-0313,11:00-22:00
396,喫茶趣ToGo,Taipei,臺北市松高路11號B2,(02)8780-8677,11:00-22:00
397,喫茶趣ToGo,Taipei,臺北市松高路12號B2,(02)8789-8209,11:00-22:00
398,喫茶趣ToGo,Taipei,臺北市松壽路12號1樓,(02)7737-9630,11:00-22:00
399,喫茶趣ToGo,Taipei,臺北市菸廠路88號B2,(02)6638-5206,11:00-22:00
400,喫茶趣ToGo,Taipei,臺北市中山北路七段19號1樓,(02)2873-1590,11:00-22:00
401,喫茶趣ToGo,Taipei,台北市中山北路五段570號1樓,(02)2888-2929,11:00-22:00
402,喫茶趣ToGo,Taipei,臺北市中正路300號1樓,(02)2838-4577,11:00-22:00
403,喫茶趣ToGo,Taipei,臺北市忠誠路二段55號B1,(02)2831-6949,11:00-22:00
404,喫茶趣ToGo,Taipei,臺北市市民大道一段209號1樓,(02)2558-7838,11:00-22:00
405,喫茶趣ToGo,Taipei,臺北市衡陽路62號1樓,(02)2383-1921,11:00-22:00
406,喫茶趣ToGo,Taipei,臺北市信義路四段88號1樓,(02)2707-3598,11:00-22:00
407,喫茶趣ToGo,Taipei,台北市峨眉街52號1樓,(02)2331-3098,11:00-22:00
408,一手私藏世界紅茶,Taipei,八德路2段277號,02-27523168,10:00-20:00 周日公休
409,COMEBUY,Taipei,台北市士林區天母西路3號1之29,02-2875-3592,10:00-21:00
410,COMEBUY,Taipei,台北市昆陽街140巷2號,02-2652-2886,10:00-21:00
411,COMEBUY,Taipei,台北市師大路45-2號,02-2362-6264,10:00-21:00
412,COMEBUY,Taipei,台北市中正區衡陽路85之1號,02-2382-2557,10:00-21:00
413,COMEBUY,Taipei,台北市中正區南陽街4號1樓,02-2361-1255,10:00-21:00
414,COMEBUY,Taipei,台北市中正區羅斯福路四段136巷6號,02-2364-9918,10:00-21:00
415,COMEBUY,Taipei,北市松山區新東街29號,02-2756-5660,10:00-21:00
416,COMEBUY,Taipei,台北市松山區慶城街14-1號,02-2719-1879,10:00-21:00
417,COMEBUY,Taipei,士林區福華路162-2號,02-2834-2500,10:00-21:00
418,COMEBUY,Taipei,台北市市民大道三段8號1樓（光華數位新天地B02櫃位）,02-2341-8563,10:00-21:00
419,COMEBUY,Taipei,台北市信義區永吉路30巷97號,02-2747-5839,10:00-21:00
420,COMEBUY,Taipei,台北市信義區吳興街277號,02-8789-0133,10:00-21:00
421,COMEBUY,Taipei,台北市士林區延平北路六段59號,02-2816-6864,10:00-21:00
422,COMEBUY,Taipei,台北市士林區光華路26巷2弄2號,02-2862-0336,10:00-21:00
423,COMEBUY,Taipei,台北市文山區景中街9號,02-2930-1779,10:00-21:00
424,COMEBUY,Taipei,台北市大安區師大路98號,02-2362-6260,10:00-21:00
425,COMEBUY,Taipei,台北市中正區八德路一段82巷18號,02-2341-6652,10:00-21:00
426,COMEBUY,Taipei,台北市中正區汀州路三段195號,02-2362-1969,10:00-21:00
427,COMEBUY,Taipei,台北市林森北路247號1樓1-14櫃位(欣欣百貨),02-2581-9907,10:00-21:00
428,COMEBUY,Taipei,台北市北投區裕民一路30號,02-2822-6225,10:00-21:00
429,COMEBUY,Taipei,台北市內湖區內湖路一段285巷25號,02-8797-6820,10:00-21:00
430,COMEBUY,Taipei,台北市錦州街242號,(02)2516-7757,10:00-21:00
431,COMEBUY,Taipei,台北市中華路2段313巷2號,(02) 2303-6701,10:00-21:00
432,COMEBUY,Taipei,台北市忠孝東路四段49巷8號,(02)2751-9200,10:00-21:00
433,COMEBUY,Taipei,台北市北投區光明路115號,2897-5385,10:00-21:00
434,COMEBUY,Taipei,台北市文山區興隆路三段121號,2230-0795,10:00-21:00
435,COMEBUY,Taipei,台北市中山區天祥路57號,2585-0509,10:00-21:00
436,COMEBUY,Taipei,台北市內湖路一段737巷50弄7號,2627-1737,10:00-21:00
437,COMEBUY,Taipei,台北市北投區石牌路二段201號(台北榮民總醫院生活廣場 F-11),2871-5558,10:00-21:00
438,COMEBUY,Taipei,台北市中正區同安街38號,2368-2968,10:00-21:00
439,COMEBUY,Taipei,台北市士林區美崙街7號,2831-0868,10:00-21:00
440,丸作食茶 ,Taipei,台北市信義區莊敬路318號,02-27588358,11:00-20:00
441,丸作食茶 ,Taipei,台北市內湖區內湖路一段737巷59號,02-26591699,11:00-20:00
442,康青龍人文茶飲,Taipei,台北市大同區長安西路55號,02-2552-1218,10:00-21:00
443,康青龍人文茶飲,Taipei,台北市中正區開封街一段27號,02-2338-0606,10:00-21:00
444,康青龍人文茶飲,Taipei,台北市松山區民生東路三段130巷28號,02-2712-8915,10:00-21:00
445,康青龍人文茶飲,Taipei,台北市文山區興隆路2段81號,02-2935-3132,10:00-21:00
446,康青龍人文茶飲,Taipei,台北市中山區伊通街131號,02-2509-5289,10:00-21:00
447,康青龍人文茶飲,Taipei,台北市大安區通化街11號,02-2706-8605,10:00-21:00
448,小樽手作珈琲,Taipei,台北市信義區松壽路11號2樓,(02)2345-0888,10:00-20:00
449,小樽手作珈琲,Taipei,台北市大同區承德路一段一號地下三樓,(02)2558-6777,10:00-20:00
450,大苑子,Taipei,台北市中山區伊通街127-4號,02-25060760,10:00-22:00
451,大苑子,Taipei,台北市中山區合江街113號,02-25081238,10:00-22:00
452,大苑子,Taipei,台北市中山區錦西街5號,02-25218196,10:00-22:00
453,大苑子,Taipei,台北市文山區景文街94號,02-29332525,10:00-22:00
454,大苑子,Taipei,台北市信義區莊敬路343號,02-87802002,10:00-22:00
455,大苑子,Taipei,台北市南港區中坡南路5-1號,02-27852922,10:00-22:00
456,大苑子,Taipei,台北市內湖區江南街101號,02-26596595,10:00-22:00
457,大苑子,Taipei,台北市大安區通化街109號,02-23778109,10:00-22:00
458,大苑子,Taipei,台北市信義區松山路627號,02-23460006,10:00-22:00
459,大苑子,Taipei,台北市士林區文林路22號,02-28830952,10:00-22:00
460,大苑子,Taipei,台北市文山區木新路三段141號,02-29361266,10:00-22:00
461,大苑子,Taipei,台北市士林區天母西路11號,02-28741762,10:00-22:00
462,大苑子,Taipei,台北市北投區光明路200號,02-28976266,10:00-22:00
463,茶湯會,Taipei,基河路102號(士林基河店-立萊運冷飲店),02-28803688,10:00-22:00
464,茶湯會,Taipei,延平北路三段59號(台北延三店-沃霖商行),02-25869288,10:00-22:00
465,茶湯會,Taipei,松高路12號(台北信義A8店),02-27239635,10:00-22:00
466,茶湯會,Taipei,民權東路六段62號(內湖民權瑞光店-展晟食品有限公司),02-27956370,10:00-22:00
467,茶湯會,Taipei,羅斯福路三段286巷18號(台北公館店-順虹茶行),02-23678227,10:00-22:00
468,茶湯會,Taipei,江南街120號(內湖江南店-鼎凡商行),02-27973900,10:00-22:00
469,茶湯會,Taipei,八德路一段82巷9弄19號(台北八德一店-好的益商號),02-23216660,10:00-22:00
470,茶湯會,Taipei,興隆路三段149號(文山興隆店-吉茶茶舖),02-22390808,10:00-22:00
471,茶湯會,Taipei,錦州街250號(台北錦州店-龍禾企業有限公司),02-25176776,10:00-22:00
472,茶湯會,Taipei,基隆路二段102號1樓(台北通化店-威咪有限公司),02-27336644,10:00-22:00
473,茶湯會,Taipei,南港路一段134號(南港展覽館店-昶發茶行),02-27885630,10:00-22:00
474,茶湯會,Taipei,南港路三段4號(台北南港三店-昱安有限公司南港三營業處),02-26511820,10:00-22:00
475,茶湯會,Taipei,南昌路一段49號(台北南門店-尹秀新商行),02-23410808,10:00-22:00
476,茶湯會,Taipei,福華路164巷8號(芝山福華店-幸兒茶行),02-28262277,10:00-22:00
477,茶湯會,Taipei,永吉路30巷29號(台北永吉店-宥齊企業社),02-27662028,10:00-22:00
478,茶湯會,Taipei,松勤街3號(信義世貿店-詠軒商行),02-27203423,10:00-22:00
479,茶湯會,Taipei,民生東路5段197之2號(民生東五店-東方冷飲行),02-27623397,10:00-22:00
480,茶湯會,Taipei,光明路214之1號(新北投光明店-蕎霖茶行),02-28945511,10:00-22:00
481,茶湯會,Taipei,中正路235巷36號(士林中正店-晨良茶行),02-28839188,10:00-22:00
482,茶湯會,Taipei,松山路531號(台北松山店-原品茶行),02-27262886,10:00-22:00
483,茶湯會,Taipei,延吉街153之5號(台北延吉店),02-27507979,10:00-22:00
484,茶湯會,Taipei,安居街10號(台北安居店),02-23777577,10:00-22:00
485,茶湯會,Taipei,伊通街113號(台北伊通店-凰品商行),02-25181335,10:00-22:00
486,鮮茶道presotea,Taipei,武昌街二段100號,(02)2375-3399,10:00-22:00
487,鮮茶道presotea,Taipei,大直街37號,(02)2533-3302,10:00-22:00
488,鮮茶道presotea,Taipei,通化街59號1樓,(02)2709-1300,10:00-22:00
489,鮮茶道presotea,Taipei,南陽街4號,(02)2388-1660,10:00-22:00
490,鮮茶道presotea,Taipei,永吉路30巷178弄2號,(02)2765-5525,10:00-22:00
491,鮮茶道presotea,Taipei,林口街10號,(02)2727-0105,10:00-22:00
492,水巷茶弄,Taipei,臺北市南陽街15之7號,(02)2388-6836,10:00-21:00
493,水巷茶弄,Taipei,臺北市長安西路126號,(02)2558-4517,10:00-21:00
